,城市,日期,最高气温,最低气温,天气,风向,风力,空气质量指数,空气质量,
61,武汉,2017-03-03,15,8,多云~阴,无持续风向,微风,80,良
62,武汉,2017-03-04,12,7,小雨~阴,无持续风向,微风,108,轻度污染
63,武汉,2017-03-05,15,8,多云,无持续风向,微风,83,良
64,武汉,2017-03-06,16,4,多云,无持续风向,微风,255,重度污染
65,武汉,2017-03-07,17,4,多云,无持续风向,微风,193,中度污染
66,武汉,2017-03-08,17,5,多云,无持续风向,微风,114,轻度污染
67,武汉,2017-03-09,18,7,多云,无持续风向,微风,112,轻度污染
68,武汉,2017-03-10,15,11,小雨,无持续风向,微风,82,良
69,武汉,2017-03-11,19,12,小雨,无持续风向,微风,103,轻度污染
70,武汉,2017-03-12,15,4,中雨,东北风,3-4级,82,良
71,武汉,2017-03-13,12,4,小雨~多云,无持续风向,3-4级,40,优
72,武汉,2017-03-14,14,5,多云,东北风,1-2级,57,良
73,武汉,2017-03-15,12,5,小雨~阴,无持续风向,微风,67,良
74,武汉,2017-03-16,14,7,多云~阴,无持续风向,微风,88,良
75,武汉,2017-03-17,13,9,小雨~多云,无持续风向,微风,101,轻度污染
76,武汉,2017-03-18,14,9,小雨,无持续风向,微风,120,轻度污染
77,武汉,2017-03-19,12,8,小雨~中雨,无持续风向,微风,109,轻度污染
78,武汉,2017-03-20,15,7,阴~多云,无持续风向,3-4级,64,良
79,武汉,2017-03-21,16,9,小雨~中雨,无持续风向,微风,70,良
80,武汉,2017-03-22,12,6,小雨~多云,无持续风向,微风,50,优
81,武汉,2017-03-23,14,9,阴~小雨,东风,1-2级,63,良
82,武汉,2017-03-24,11,7,小雨~多云,无持续风向,3-4级,48,优
83,武汉,2017-03-25,17,7,多云,西北风,1-2级,75,良
84,武汉,2017-03-26,20,7,晴,西北风,1-2级,98,良
85,武汉,2017-03-27,22,10,多云,无持续风向,微风,99,良
86,武汉,2017-03-28,24,11,多云~晴,无持续风向,微风,86,良
87,武汉,2017-03-29,21,14,多云~中雨,无持续风向,微风,104,轻度污染
88,武汉,2017-03-30,18,10,中雨~阴,无持续风向,3-4级,87,良
89,武汉,2017-03-31,18,7,多云,无持续风向,微风,58,良
90,武汉,2017-04-01,20,7,多云~晴,无持续风向,微风,87,良
91,武汉,2017-04-02,22,13,晴~多云,无持续风向,微风,81,良
92,武汉,2017-04-03,22,16,阴~小雨,无持续风向,微风,88,良
93,武汉,2017-04-04,20,15,小雨,无持续风向,微风,86,良
94,武汉,2017-04-05,20,15,小雨~大雨,东北风,1-2级,105,轻度污染
95,武汉,2017-04-06,19,16,中雨~多云,无持续风向,微风,51,良
96,武汉,2017-04-07,23,17,多云,东南风,1-2级,67,良
97,武汉,2017-04-08,22,15,大雨~中雨,无持续风向,3-4级,64,良
98,武汉,2017-04-09,19,9,小雨,无持续风向,4-5级,25,优
99,武汉,2017-04-10,12,6,小雨~多云,无持续风向,微风,24,优
100,武汉,2017-04-11,17,8,多云,无持续风向,微风,57,良
101,武汉,2017-04-12,21,10,多云~晴,无持续风向,微风,73,良
102,武汉,2017-04-13,23,12,晴,无持续风向,微风,81,良
103,武汉,2017-04-14,27,15,多云~晴,无持续风向,微风,79,良
104,武汉,2017-04-15,28,19,阵雨~中雨,无持续风向,微风,92,良
105,武汉,2017-04-16,26,15,中雨,无持续风向,微风,86,良
106,武汉,2017-04-17,26,16,多云~晴,西风,1-2级,50,优
107,武汉,2017-04-18,28,17,多云,西风,1-2级,85,良
108,武汉,2017-04-19,25,16,小雨~多云,南风,1-2级,108,轻度污染
109,武汉,2017-04-20,25,14,多云~小雨,无持续风向,3-4级,68,良
110,武汉,2017-04-21,23,11,多云,无持续风向,微风,78,良
111,武汉,2017-04-22,23,12,晴,无持续风向,微风,86,良
112,武汉,2017-04-23,26,13,晴~多云,无持续风向,微风,87,良
113,武汉,2017-04-24,27,17,多云~小雨,无持续风向,微风,91,良
114,武汉,2017-04-25,22,15,大雨~中雨,无持续风向,3-4级,85,良
115,武汉,2017-04-26,17,13,小雨~阴,无持续风向,3-4级,80,良
116,武汉,2017-04-27,23,10,多云~阴,无持续风向,微风,65,良
117,武汉,2017-04-28,26,13,晴,无持续风向,微风,76,良
118,武汉,2017-04-29,28,15,晴~多云,西南风,1-2级,73,良
119,武汉,2017-04-30,28,18,多云,南风,1-2级,91,良
120,武汉,2017-05-01,25,18,阵雨~多云,东风,1-2级,88,良
121,武汉,2017-05-02,26,18,多云,无持续风向,微风,73,良
122,武汉,2017-05-03,22,17,大雨~中雨,无持续风向,5-6级,48,优
123,武汉,2017-05-04,25,14,多云~晴,无持续风向,4-5级,34,优
124,武汉,2017-05-05,27,15,多云,无持续风向,微风,78,良
125,武汉,2017-05-06,23,15,小雨~多云,无持续风向,微风,415,严重污染
126,武汉,2017-05-07,21,16,小雨,无持续风向,微风,202,重度污染
127,武汉,2017-05-08,24,15,多云~晴,无持续风向,微风,56,良
128,武汉,2017-05-09,28,17,晴,无持续风向,微风,61,良
129,武汉,2017-05-10,27,18,多云~小雨,无持续风向,微风,83,良
130,武汉,2017-05-11,25,16,中雨~阵雨,无持续风向,微风,95,良
131,武汉,2017-05-12,28,17,多云~晴,无持续风向,微风,46,优
132,武汉,2017-05-13,31,18,晴~多云,无持续风向,微风,69,良
133,武汉,2017-05-14,31,20,多云,东风,1-2级,111,轻度污染
134,武汉,2017-05-15,26,15,阵雨~多云,无持续风向,3-4级,71,良
135,武汉,2017-05-16,28,16,多云,无持续风向,微风,70,良
136,武汉,2017-05-17,28,18,晴,无持续风向,微风,83,良
137,武汉,2017-05-18,30,20,多云,无持续风向,微风,104,轻度污染
138,武汉,2017-05-19,28,21,阵雨~多云,无持续风向,微风,95,良
139,武汉,2017-05-20,30,21,多云,无持续风向,微风,99,良
140,武汉,2017-05-21,30,22,多云~小雨,无持续风向,微风,90,良
141,武汉,2017-05-22,26,20,中雨,无持续风向,微风,55,良
142,武汉,2017-05-23,23,17,阴~多云,无持续风向,4-5级,32,优
143,武汉,2017-05-24,24,14,多云~晴,无持续风向,微风,49,优
144,武汉,2017-05-25,28,16,晴,无持续风向,微风,67,良
145,武汉,2017-05-26,31,17,晴,西南风,1-2级,86,良
146,武汉,2017-05-27,32,19,晴,西南风,1-2级,90,良
147,武汉,2017-05-28,32,19,晴,东南风,1-2级,98,良
148,武汉,2017-05-29,33,22,多云,无持续风向,微风,90,良
149,武汉,2017-05-30,33,24,多云,无持续风向,微风,92,良
150,武汉,2017-05-31,32,24,多云~阵雨,无持续风向,微风,85,良
151,武汉,2017-06-01,31,22,多云,无持续风向,微风,59,良
152,武汉,2017-06-02,32,23,多云,无持续风向,微风,81,良
153,武汉,2017-06-03,31,24,阵雨~多云,无持续风向,微风,96,良
154,武汉,2017-06-04,30,19,阵雨~中雨,无持续风向,微风,82,良
155,武汉,2017-06-05,23,17,大雨~小雨,无持续风向,3-4级,41,优
156,武汉,2017-06-06,27,18,多云,无持续风向,微风,33,优
157,武汉,2017-06-07,29,20,晴,无持续风向,微风,58,良
158,武汉,2017-06-08,31,23,多云~小雨,无持续风向,微风,66,良
159,武汉,2017-06-09,29,24,大雨,无持续风向,微风,47,优
160,武汉,2017-06-10,28,22,中雨~小雨,西风,3-4级,44,优
161,武汉,2017-06-11,27,22,阵雨~多云,东北风,1-2级,40,优
162,武汉,2017-06-12,27,23,小雨,东北风,1-2级,37,优
163,武汉,2017-06-13,26,21,小雨,无持续风向,微风,32,优
164,武汉,2017-06-14,27,21,多云,无持续风向,微风,53,良
165,武汉,2017-06-15,25,19,阵雨~多云,无持续风向,微风,60,良
166,武汉,2017-06-16,28,20,多云,无持续风向,微风,62,良
167,武汉,2017-06-17,30,22,多云,无持续风向,微风,71,良
168,武汉,2017-06-18,29,21,阴~多云,无持续风向,微风,64,良
169,武汉,2017-06-19,30,22,多云,无持续风向,微风,65,良
170,武汉,2017-06-20,32,22,多云,无持续风向,微风,77,良
171,武汉,2017-06-21,32,23,多云,无持续风向,微风,67,良
172,武汉,2017-06-22,32,22,多云~中雨,南风,1-2级,54,良
173,武汉,2017-06-23,27,23,大雨,东南风,1-2级,48,优
174,武汉,2017-06-24,31,23,小雨,西北风,1-2级,55,良
175,武汉,2017-06-25,28,23,阵雨~多云,无持续风向,微风,64,良
176,武汉,2017-06-26,31,22,阵雨~多云,无持续风向,微风,53,良
177,武汉,2017-06-27,31,23,多云,无持续风向,微风,46,优
178,武汉,2017-06-28,30,23,阵雨~多云,无持续风向,微风,54,良
179,武汉,2017-06-29,30,23,多云~中雨,无持续风向,微风,56,良
180,武汉,2017-06-30,27,23,暴雨~大雨,无持续风向,微风,23,优
181,武汉,2017-07-01,26,22,大雨~中雨,无持续风向,微风,19,优
182,武汉,2017-07-02,30,24,阵雨~多云,无持续风向,微风,30,优
183,武汉,2017-07-03,33,25,阵雨~多云,无持续风向,微风,48,优
184,武汉,2017-07-04,33,25,阵雨~多云,无持续风向,微风,42,优
185,武汉,2017-07-05,33,26,小雨~多云,无持续风向,微风,39,优
186,武汉,2017-07-06,34,27,阵雨~多云,南风,3-4级,42,优
187,武汉,2017-07-07,31,26,多云~小雨,南风,3-4级,42,优
188,武汉,2017-07-08,31,26,中雨,无持续风向,微风,44,优
189,武汉,2017-07-09,29,24,大雨~小雨,无持续风向,微风,30,优
190,武汉,2017-07-10,31,22,阴~多云,南风,1-2级,32,优
191,武汉,2017-07-11,33,26,阵雨~多云,无持续风向,微风,34,优
192,武汉,2017-07-12,34,27,多云,无持续风向,微风,34,优
193,武汉,2017-07-13,34,27,阴~多云,无持续风向,微风,48,优
194,武汉,2017-07-14,33,28,阴~多云,无持续风向,微风,45,优
195,武汉,2017-07-15,35,28,多云,南风,3-4级,55,良
196,武汉,2017-07-16,35,27,多云,南风,1-2级,55,良
197,武汉,2017-07-17,37,28,晴~多云,南风,1-2级,55,良
198,武汉,2017-07-18,36,28,多云,无持续风向,微风,50,优
199,武汉,2017-07-19,36,28,多云~晴,无持续风向,微风,36,优
200,武汉,2017-07-20,35,27,多云~晴,无持续风向,微风,36,优
201,武汉,2017-07-21,36,27,晴,无持续风向,微风,41,优
202,武汉,2017-07-22,37,27,晴,无持续风向,微风,56,良
203,武汉,2017-07-23,37,29,晴,无持续风向,微风,64,良
204,武汉,2017-07-24,38,28,晴,无持续风向,微风,61,良
205,武汉,2017-07-25,39,29,晴,无持续风向,微风,77,良
206,武汉,2017-07-26,39,28,晴,无持续风向,微风,72,良
207,武汉,2017-07-27,39,29,晴,东南风,1-2级,79,良
208,武汉,2017-07-28,39,29,晴,无持续风向,微风,91,良
209,武汉,2017-07-29,38,28,多云~晴,无持续风向,微风,94,良
210,武汉,2017-07-30,35,26,多云,无持续风向,微风,71,良
211,武汉,2017-07-31,32,25,小雨~阵雨,无持续风向,微风,47,优
212,武汉,2017-08-01,31,26,中雨~小雨,西北风,3-4级,25,优
213,武汉,2017-08-02,30,25,阵雨,西风,1-2级,25,优
214,武汉,2017-08-03,34,27,小雨~多云,无持续风向,微风,47,优
215,武汉,2017-08-04,35,26,小雨~多云,无持续风向,微风,61,良
216,武汉,2017-08-05,36,28,阵雨~多云,无持续风向,微风,64,良
217,武汉,2017-08-06,36,28,多云,无持续风向,微风,56,良
218,武汉,2017-08-07,36,28,多云~小雨,无持续风向,微风,54,良
219,武汉,2017-08-08,32,24,阵雨~中雨,无持续风向,微风,41,优
220,武汉,2017-08-09,31,23,多云,无持续风向,微风,44,优
221,武汉,2017-08-10,34,26,晴~多云,无持续风向,微风,45,优
222,武汉,2017-08-11,33,25,多云~中雨,无持续风向,微风,60,良
223,武汉,2017-08-12,28,24,大雨~暴雨,东南风,1-2级,22,优
224,武汉,2017-08-13,29,24,小雨,西北风,3-4级,24,优
225,武汉,2017-08-14,31,24,小雨~多云,东北风,1-2级,48,优
226,武汉,2017-08-15,32,25,多云,无持续风向,微风,63,良
227,武汉,2017-08-16,32,24,多云~小雨,无持续风向,微风,63,良
228,武汉,2017-08-17,31,24,阵雨~小雨,无持续风向,微风,34,优
229,武汉,2017-08-18,33,26,阵雨~多云,无持续风向,微风,49,优
230,武汉,2017-08-19,34,26,小雨,无持续风向,微风,48,优
231,武汉,2017-08-20,33,25,小雨,无持续风向,微风,54,良
232,武汉,2017-08-21,34,26,小雨~多云,无持续风向,微风,58,良
233,武汉,2017-08-22,34,25,多云,东风,1-2级,59,良
234,武汉,2017-08-23,35,26,多云,东风,1-2级,56,良
235,武汉,2017-08-24,34,27,多云~晴,无持续风向,微风,57,良
236,武汉,2017-08-25,34,26,小雨~多云,无持续风向,微风,47,优
237,武汉,2017-08-26,32,24,阵雨~多云,无持续风向,微风,47,优
238,武汉,2017-08-27,35,25,多云~晴,无持续风向,微风,59,良
239,武汉,2017-08-28,35,24,多云~晴,无持续风向,微风,54,良
240,武汉,2017-08-29,34,22,小雨,无持续风向,微风,48,优
241,武汉,2017-08-30,27,20,多云,无持续风向,微风,27,优
242,武汉,2017-08-31,25,21,阴~多云,无持续风向,微风,36,优
243,武汉,2017-09-01,26,21,阴~多云,无持续风向,微风,38,优
244,武汉,2017-09-02,25,21,小雨,无持续风向,微风,43,优
245,武汉,2017-09-03,24,20,小雨~阴,无持续风向,微风,23,优
246,武汉,2017-09-04,27,21,多云~晴,无持续风向,微风,35,优
247,武汉,2017-09-05,28,21,多云~阵雨,无持续风向,微风,50,优
248,武汉,2017-09-06,25,20,小雨~多云,无持续风向,微风,33,优
249,武汉,2017-09-07,29,21,晴,无持续风向,微风,52,良
250,武汉,2017-09-08,31,23,多云,无持续风向,微风,83,良
251,武汉,2017-09-09,30,22,小雨,无持续风向,微风,84,良
252,武汉,2017-09-10,27,20,小雨,无持续风向,微风,50,优
253,武汉,2017-09-11,28,19,晴,无持续风向,微风,38,优
254,武汉,2017-09-12,30,20,晴,无持续风向,微风,58,良
255,武汉,2017-09-13,30,20,晴,无持续风向,微风,70,良
256,武汉,2017-09-14,29,18,晴,无持续风向,微风,72,良
257,武汉,2017-09-15,30,18,晴,无持续风向,微风,71,良
258,武汉,2017-09-16,30,19,多云,无持续风向,微风,75,良
259,武汉,2017-09-17,29,20,晴,无持续风向,微风,79,良
260,武汉,2017-09-18,28,21,多云~小雨,无持续风向,微风,102,轻度污染
261,武汉,2017-09-19,24,18,大雨~中雨,无持续风向,微风,76,良
262,武汉,2017-09-20,24,18,小雨~多云,无持续风向,微风,43,优
263,武汉,2017-09-21,25,20,阵雨~多云,无持续风向,微风,59,良
264,武汉,2017-09-22,28,20,多云~小雨,无持续风向,微风,73,良
265,武汉,2017-09-23,27,22,小雨,东风,1-2级,54,良
266,武汉,2017-09-24,29,22,阵雨,东南风,1-2级,55,良
267,武汉,2017-09-25,31,23,阵雨~多云,无持续风向,微风,65,良
268,武汉,2017-09-26,30,23,多云~小雨,无持续风向,微风,56,良
269,武汉,2017-09-27,26,20,中雨,无持续风向,微风,27,优
270,武汉,2017-09-28,24,19,多云,无持续风向,微风,33,优
271,武汉,2017-09-29,23,19,多云,无持续风向,微风,39,优
272,武汉,2017-09-30,27,21,多云,无持续风向,微风,51,良
273,武汉,2017-10-01,31,21,阵雨~中雨,无持续风向,微风,65,良
274,武汉,2017-10-02,24,18,小雨,无持续风向,微风,22,优
275,武汉,2017-10-03,21,15,小雨,无持续风向,4-5级,19,优
276,武汉,2017-10-04,17,14,小雨,无持续风向,4-5级,17,优
277,武汉,2017-10-05,16,14,小雨,西北风,1-2级,18,优
278,武汉,2017-10-06,21,16,多云,东北风,1-2级,39,优
279,武汉,2017-10-07,26,20,多云,无持续风向,微风,56,良
280,武汉,2017-10-08,29,19,多云~晴,无持续风向,微风,82,良
281,武汉,2017-10-09,31,18,多云~晴,无持续风向,微风,94,良
282,武汉,2017-10-10,28,15,多云~小雨,西北风,4-5级,64,良
283,武汉,2017-10-11,16,12,小雨,无持续风向,4-5级,29,优
284,武汉,2017-10-12,14,12,小雨~阴,无持续风向,3-4级,16,优
285,武汉,2017-10-13,17,14,阵雨~小雨,无持续风向,微风,27,优
286,武汉,2017-10-14,19,14,阴,无持续风向,微风,39,优
287,武汉,2017-10-15,19,15,阴~小雨,无持续风向,微风,29,优
288,武汉,2017-10-16,16,14,中雨~小雨,无持续风向,微风,24,优
289,武汉,2017-10-17,17,13,小雨,无持续风向,微风,31,优
290,武汉,2017-10-18,17,13,小雨,无持续风向,微风,36,优
291,武汉,2017-10-19,17,12,小雨~多云,无持续风向,微风,35,优
292,武汉,2017-10-20,22,12,多云,东北风,1-2级,67,良
293,武汉,2017-10-21,22,11,晴,无持续风向,微风,60,良
294,武汉,2017-10-22,23,14,晴~多云,无持续风向,微风,84,良
295,武汉,2017-10-23,20,11,多云~晴,东北风,1-2级,133,轻度污染
296,武汉,2017-10-24,21,12,晴,无持续风向,微风,100,良
297,武汉,2017-10-25,19,13,多云,无持续风向,微风,73,良
298,武汉,2017-10-26,23,12,晴,无持续风向,微风,77,良
299,武汉,2017-10-27,23,13,晴,无持续风向,微风,105,轻度污染
300,武汉,2017-10-28,23,11,晴,无持续风向,微风,95,良
301,武汉,2017-10-29,20,8,晴,无持续风向,4-5级,87,良
302,武汉,2017-10-30,17,6,晴,无持续风向,微风,60,良
303,武汉,2017-10-31,19,9,晴,无持续风向,微风,83,良
304,武汉,2017-11-01,22,9,晴,无持续风向,微风,102,轻度污染
305,武汉,2017-11-02,23,10,晴,南风,1-2级,117,轻度污染
306,武汉,2017-11-03,23,9,晴~多云,无持续风向,3-4级,160,中度污染
307,武汉,2017-11-04,20,7,晴,无持续风向,微风,129,轻度污染
308,武汉,2017-11-05,19,7,晴~多云,东风,1-2级,66,良
309,武汉,2017-11-06,19,12,多云,无持续风向,微风,93,良
310,武汉,2017-11-07,22,10,多云~晴,无持续风向,微风,136,轻度污染
311,武汉,2017-11-08,23,11,晴,无持续风向,微风,186,中度污染
312,武汉,2017-11-09,23,12,晴~多云,无持续风向,微风,123,轻度污染
313,武汉,2017-11-10,19,9,阴,无持续风向,微风,119,轻度污染
314,武汉,2017-11-11,17,9,阴,无持续风向,3-4级,73,良
315,武汉,2017-11-12,15,11,多云~阴,无持续风向,微风,74,良
316,武汉,2017-11-13,15,9,阴,无持续风向,微风,76,良
317,武汉,2017-11-14,17,10,多云~晴,无持续风向,微风,88,良
318,武汉,2017-11-15,18,12,多云~小雨,东风,1-2级,130,轻度污染
319,武汉,2017-11-16,18,14,小雨,东风,1-2级,124,轻度污染
320,武汉,2017-11-17,16,8,小雨,无持续风向,4-5级,109,轻度污染
321,武汉,2017-11-18,13,4,多云,无持续风向,3-4级,78,良
322,武汉,2017-11-19,9,5,多云~小雨,无持续风向,微风,72,良
323,武汉,2017-11-20,12,6,多云,无持续风向,微风,78,良
324,武汉,2017-11-21,12,6,多云,无持续风向,微风,91,良
325,武汉,2017-11-22,13,4,多云,无持续风向,3-4级,102,轻度污染
326,武汉,2017-11-23,15,2,多云,无持续风向,微风,85,良
327,武汉,2017-11-24,16,4,多云,无持续风向,微风,92,良
328,武汉,2017-11-25,17,4,多云,无持续风向,微风,92,良
329,武汉,2017-11-26,18,5,晴,无持续风向,微风,112,轻度污染
330,武汉,2017-11-27,18,7,晴~多云,无持续风向,微风,125,轻度污染
331,武汉,2017-11-28,18,4,小雨,无持续风向,微风,139,轻度污染
332,武汉,2017-11-29,13,4,小雨,无持续风向,3-4级,166,中度污染
333,武汉,2017-11-30,10,4,阴~多云,东北风,1-2级,59,良
334,武汉,2017-12-01,10,4,多云,东北风,1-2级,74,良
335,武汉,2017-12-02,12,5,多云,无持续风向,微风,90,良
336,武汉,2017-12-03,14,4,多云,无持续风向,微风,109,轻度污染
337,武汉,2017-12-04,12,1,晴,无持续风向,微风,207,重度污染
338,武汉,2017-12-05,12,1,晴,无持续风向,微风,202,重度污染
339,武汉,2017-12-06,13,5,晴,东南风,1-2级,173,中度污染
340,武汉,2017-12-07,12,0,阴~晴,无持续风向,微风,140,轻度污染
341,武汉,2017-12-08,8,0,多云,东北风,1-2级,118,轻度污染
342,武汉,2017-12-09,12,1,晴,无持续风向,微风,95,良
343,武汉,2017-12-10,12,-1,晴,无持续风向,微风,114,轻度污染
344,武汉,2017-12-11,12,1,晴~多云,无持续风向,微风,93,良
345,武汉,2017-12-12,12,3,晴~多云,无持续风向,微风,91,良
346,武汉,2017-12-13,8,4,小雨,无持续风向,微风,100,良
347,武汉,2017-12-14,6,3,阴~小雨,无持续风向,3-4级,64,良
348,武汉,2017-12-15,7,1,多云~晴,无持续风向,微风,76,良
349,武汉,2017-12-16,7,-5,晴,无持续风向,微风,122,轻度污染
350,武汉,2017-12-17,8,-4,晴,无持续风向,微风,93,良
351,武汉,2017-12-18,10,-3,晴,无持续风向,微风,104,轻度污染
352,武汉,2017-12-19,11,-3,晴,无持续风向,微风,115,轻度污染
353,武汉,2017-12-20,13,-3,晴,无持续风向,微风,113,轻度污染
354,武汉,2017-12-21,15,-1,晴,无持续风向,微风,133,轻度污染
355,武汉,2017-12-22,17,2,晴,无持续风向,微风,114,轻度污染
356,武汉,2017-12-23,13,1,多云,无持续风向,微风,159,中度污染
357,武汉,2017-12-24,12,-2,多云~晴,无持续风向,3-4级,179,中度污染
358,武汉,2017-12-25,13,0,晴,无持续风向,微风,93,良
359,武汉,2017-12-26,14,1,多云,无持续风向,微风,115,轻度污染
360,武汉,2017-12-27,13,4,多云~阴,无持续风向,微风,142,轻度污染
361,武汉,2017-12-28,10,3,小雨~多云,无持续风向,微风,169,中度污染
362,武汉,2017-12-29,14,4,多云,无持续风向,微风,171,中度污染
363,武汉,2017-12-30,12,-1,晴,无持续风向,3-4级,187,中度污染
364,武汉,2017-12-31,13,1,晴,东南风,1-2级,171,中度污染
365,武汉,2018-01-01,11,6,多云,东南风,1-2级,130,轻度污染
366,武汉,2018-01-02,8,2,小雨,无持续风向,微风,158,中度污染
367,武汉,2018-01-03,6,-1,中雨,东北风,3-4级,129,轻度污染
368,武汉,2018-01-04,3,-3,中雪~小雪,无持续风向,微风,48,优
369,武汉,2018-01-05,0,-1,阴~雨夹雪,无持续风向,微风,105,轻度污染
370,武汉,2018-01-06,1,-2,小雨~雨夹雪,东北风,1-2级,99,良
371,武汉,2018-01-07,1,-3,雨夹雪~小雪,无持续风向,微风,161,中度污染
372,武汉,2018-01-08,2,-5,多云,西北风,3-4级,109,轻度污染
373,武汉,2018-01-09,6,-5,多云,西风,1-2级,73,良
374,武汉,2018-01-10,9,-6,晴,西北风,1-2级,83,良
375,武汉,2018-01-11,10,-6,晴,东北风,1-2级,76,良
376,武汉,2018-01-12,10,-3,多云,东风,1-2级,103,轻度污染
377,武汉,2018-01-13,10,1,多云,东南风,1-2级,93,良
378,武汉,2018-01-14,12,2,多云,南风,1-2级,100,良
379,武汉,2018-01-15,14,5,多云~小雨,东风,1-2级,125,轻度污染
380,武汉,2018-01-16,10,3,小雨~多云,南风,1-2级,165,中度污染
381,武汉,2018-01-17,11,3,多云,南风,1-2级,147,轻度污染
382,武汉,2018-01-18,11,5,多云~小雨,东北风,1-2级,188,中度污染
383,武汉,2018-01-19,10,5,阴,南风,1-2级,211,重度污染
384,武汉,2018-01-20,9,4,阴~小雨,无持续风向,微风,223,重度污染
